customer_id,first_purchase_date,last_purchase_date,recency_days,frequency,monetary_value,unique_products,active_months,avg_order_value,customer_lifetime_days,r_score,f_score,m_score,rfm_score,customer_segment,churn_risk_label,churn_status
12371,2010-03-04 18:23:00,2011-10-26 10:16:00,45,5,4067.38,134,3,813.476,600,4,4,5,445,Champions,0,Active
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,72,3,1298.04,34,3,432.68,224,3,3,4,334,Need Attention,0,Active
12373,2010-02-04 12:08:00,2011-02-01 13:10:00,311,3,1127.65,36,3,375.8833333333334,362,2,3,3,233,At Risk,1,Inactive / Churn Risk
12374,2010-04-30 14:01:00,2011-11-14 15:37:00,25,4,2989.2200000000003,79,3,747.3050000000001,563,4,3,5,435,Potential Loyalists,0,Active
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,11,2,457.5,14,2,228.75,87,5,2,2,522,New / Promising,0,Active
12376,2010-10-18 08:42:00,2010-11-15 12:15:00,390,2,503.15,11,2,251.575,28,2,2,2,222,Hibernating / Lost,1,Inactive / Churn Risk
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,315,4,3426.32,129,4,856.58,274,2,3,5,235,At Risk,1,Inactive / Churn Risk
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,130,2,5416.32,281,2,2708.16,432,3,2,5,325,Potential Loyalists,1,Inactive / Churn Risk
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,82,4,1620.22,58,4,405.055,452,3,3,4,334,Need Attention,0,Active
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,22,11,9676.300000000001,156,8,879.6636363636364,640,4,5,5,455,Champions,0,Active
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,5,5,1845.31,70,4,369.062,115,5,4,4,544,Champions,0,Active
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,185,5,1850.56,84,5,370.11199999999997,167,3,4,4,344,Loyal Customers,1,Inactive / Churn Risk
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,29,2,585.27,26,2,292.635,92,4,2,2,422,New / Promising,0,Active
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,379,1,1938.4,65,1,1938.4,0,2,1,4,214,At Risk,1,Inactive / Churn Risk
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,338,2,660.8,10,2,330.4,29,2,2,3,223,At Risk,1,Inactive / Churn Risk
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,415,1,143.94,9,1,143.94,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,16,8,3901.11,83,8,487.63875,566,5,4,5,545,Champions,0,Active
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,403,3,1433.33,41,3,477.77666666666664,253,2,3,4,234,At Risk,1,Inactive / Churn Risk
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,80,1,549.84,32,1,549.84,0,3,1,2,312,Potential Loyalists,0,Active
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,22,6,2773.42,241,4,462.2366666666667,641,4,4,4,444,Champions,0,Active
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,591,1,234.75000000000003,7,1,234.75000000000003,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,72,6,2399.4500000000003,63,5,399.90833333333336,356,3,4,4,344,Loyal Customers,0,Active
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,64,2,1272.48,26,2,636.24,153,3,2,4,324,Potential Loyalists,0,Active
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,19,15,5067.27,145,11,337.81800000000004,583,5,5,5,555,Champions,0,Active
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,674,1,931.43,65,1,931.43,0,1,1,3,113,At Risk,1,Inactive / Churn Risk
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,36,2,2409.9,110,2,1204.95,99,4,2,4,424,New / Promising,0,Active
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,46,1,1635.6599999999999,85,1,1635.6599999999999,0,4,1,4,414,New / Promising,0,Active
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,119,7,1962.3,67,7,280.3285714285714,525,3,4,4,344,Loyal Customers,1,Inactive / Churn Risk
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,414,1,205.25,11,1,205.25,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,303,1,84.3,5,1,84.3,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,323,6,1256.9,43,6,209.48333333333335,347,2,4,4,244,Cannot Lose Them,1,Inactive / Churn Risk
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,50,2,1019.36,5,2,509.68,471,4,2,3,423,New / Promising,0,Active
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,682,1,63.24,1,1,63.24,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,149,1,1710.39,54,1,1710.39,0,3,1,4,314,Potential Loyalists,1,Inactive / Churn Risk
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,22,5,6390.36,114,5,1278.072,675,4,4,5,445,Champions,0,Active
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,50,5,1708.1200000000001,57,4,341.624,214,4,4,4,444,Champions,0,Active
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,33,8,4340.7699999999995,104,7,542.5962499999999,465,4,4,5,445,Champions,0,Active
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,79,7,23419.29,177,6,3345.612857142857,486,3,4,5,345,Loyal Customers,0,Active
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,309,3,1013.71,36,2,337.90333333333336,193,2,3,3,233,At Risk,1,Inactive / Churn Risk
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,410,1,346.9,22,1,346.9,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,75,6,2596.93,82,6,432.82166666666666,464,3,4,4,344,Loyal Customers,0,Active
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,67,4,999.45,41,4,249.8625,335,3,3,3,333,Need Attention,0,Active
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,217,6,952.41,21,4,158.73499999999999,246,2,4,3,243,At Risk,1,Inactive / Churn Risk
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,24,28,144458.37,498,15,5159.2275,503,4,5,5,455,Champions,0,Active
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,657,1,202.56,11,1,202.56,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,3,20,6816.91,270,16,340.8455,730,5,5,5,555,Champions,0,Active
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,113,4,2021.2,90,4,505.3,517,3,3,4,334,Need Attention,1,Inactive / Churn Risk
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,386,2,503.01,23,2,251.505,27,2,2,2,222,Hibernating / Lost,1,Inactive / Churn Risk
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,64,1,600.39,29,1,600.39,0,3,1,2,312,Potential Loyalists,0,Active
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,16,6,1098.6,44,6,183.1,489,5,4,3,543,Loyal Customers,0,Active
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,96,17,5231.8,137,11,307.7529411764706,625,3,5,5,355,Loyal Customers,1,Inactive / Churn Risk
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,1,10,2622.39,128,10,262.239,465,5,5,4,554,Champions,0,Active
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,163,4,3340.03,78,3,835.0075,385,3,3,5,335,Need Attention,1,Inactive / Churn Risk
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,78,2,1741.41,87,2,870.705,370,3,2,4,324,Potential Loyalists,0,Active
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,195,2,1345.21,73,2,672.605,468,2,2,4,224,At Risk,1,Inactive / Churn Risk
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,22,3,1129.3,26,3,376.43333333333334,349,4,3,3,433,Potential Loyalists,0,Active
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,26,9,7956.46,258,5,884.0511111111111,257,4,5,5,455,Champions,0,Active
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,9,8,7485.91,124,6,935.73875,537,5,4,5,545,Champions,0,Active
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,43,1,256.4,11,1,256.4,0,4,1,1,411,New / Promising,0,Active
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,36,27,10857.97,244,16,402.147037037037,658,4,5,5,455,Champions,0,Active
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,43,5,5059.32,107,2,1011.8639999999999,129,4,4,5,445,Champions,0,Active
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,1,10,20581.26,285,8,2058.1259999999997,476,5,5,5,555,Champions,0,Active
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,85,3,1103.43,62,3,367.81,296,3,3,3,333,Need Attention,0,Active
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,80,6,13925.93,88,6,2320.9883333333332,657,3,4,5,345,Loyal Customers,0,Active
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,100,1,509.01,16,1,509.01,0,3,1,2,312,Potential Loyalists,1,Inactive / Churn Risk
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,2,39,12683.4,273,20,325.2153846153846,735,5,5,5,555,Champions,0,Active
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,14,2,2906.85,84,2,1453.425,125,5,2,4,524,New / Promising,0,Active
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,683,2,1158.18,69,2,579.09,43,1,2,3,123,At Risk,1,Inactive / Churn Risk
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,462,2,859.2,21,2,429.6,255,1,2,3,123,At Risk,1,Inactive / Churn Risk
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,367,1,347.1,11,1,347.1,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,3,1,172.06,12,1,172.06,0,5,1,1,511,New / Promising,0,Active
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,732,1,485.31,21,1,485.31,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,21,5,5005.46,138,5,1001.092,149,4,4,5,445,Champions,0,Active
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,22,2,434.98,24,2,217.49,398,4,2,2,422,New / Promising,0,Active
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,58,1,1002.3100000000001,57,1,1002.3100000000001,0,4,1,3,413,New / Promising,0,Active
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,243,1,476.49,26,1,476.49,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,44,1,449.45,22,1,449.45,0,4,1,2,412,New / Promising,0,Active
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,22,6,4835.89,125,6,805.9816666666667,416,4,4,5,445,Champions,0,Active
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,156,5,688.2,31,5,137.64000000000001,318,3,4,3,343,Loyal Customers,1,Inactive / Churn Risk
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,11,8,12669.88,352,6,1583.735,518,5,4,5,545,Champions,0,Active
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,17,2,430.57,21,1,215.285,0,5,2,2,522,New / Promising,0,Active
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,134,1,707.09,43,1,707.09,0,3,1,3,313,Potential Loyalists,1,Inactive / Churn Risk
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,56,5,16679.78,24,3,3335.9559999999997,364,4,4,5,445,Champions,0,Active
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,73,10,5879.95,199,9,587.995,648,3,5,5,355,Loyal Customers,0,Active
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,44,3,3181.04,105,3,1060.3466666666666,210,4,3,5,435,Potential Loyalists,0,Active
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,66,8,2995.91,63,4,374.48875,368,3,4,5,345,Loyal Customers,0,Active
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,71,4,1777.49,71,4,444.3725,416,3,3,4,334,Need Attention,0,Active
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,605,1,454.36,23,1,454.36,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,456,1,326.65,18,1,326.65,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,94,2,826.88,35,2,413.44,60,3,2,3,323,Potential Loyalists,1,Inactive / Churn Risk
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,19,2,1189.59,51,2,594.795,284,5,2,3,523,New / Promising,0,Active
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,53,4,1344.78,65,4,336.195,188,4,3,4,434,Potential Loyalists,0,Active
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,10,8,1212.05,6,5,151.50625,299,5,4,3,543,Loyal Customers,0,Active
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,17,2,742.1899999999999,46,2,371.09499999999997,152,5,2,3,523,New / Promising,0,Active
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,682,1,56.73,1,1,56.73,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,423,1,132.8,9,1,132.8,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,188,5,3670.74,127,5,734.1479999999999,495,3,4,5,345,Loyal Customers,1,Inactive / Churn Risk
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,523,2,3070.54,76,2,1535.27,14,1,2,5,125,At Risk,1,Inactive / Churn Risk
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,690,1,211.95,23,1,211.95,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,2,79,39963.79,255,23,505.8707594936709,730,5,5,5,555,Champions,0,Active
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,32,19,17880.59,397,16,941.0836842105264,693,4,5,5,455,Champions,0,Active
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,29,5,3938.5499999999997,140,4,787.7099999999999,162,4,4,5,445,Champions,0,Active
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,17,31,12424.45,369,17,400.7887096774194,649,5,5,5,555,Champions,0,Active
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,54,2,1149.64,54,2,574.82,356,4,2,3,423,New / Promising,0,Active
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,16,23,14115.41,358,13,613.7134782608696,486,5,5,5,555,Champions,0,Active
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,23,9,20276.37,295,8,2252.93,600,4,5,5,455,Champions,0,Active
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,4,1,680.99,36,1,680.99,0,5,1,3,513,New / Promising,0,Active
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,11,1,527.2,31,1,527.2,0,5,1,2,512,New / Promising,0,Active
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,28,7,5464.85,177,7,780.6928571428572,479,4,4,5,445,Champions,0,Active
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,23,15,12361.39,248,11,824.0926666666667,584,4,5,5,455,Champions,0,Active
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,576,29,23691.4,42,3,816.944827586207,77,1,5,5,155,Cannot Lose Them,1,Inactive / Churn Risk
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,17,19,5120.58,68,14,269.5042105263158,660,5,5,5,555,Champions,0,Active
12484,2010-01-27 16:41:00,2011-11-07 11:37:00,33,12,6370.15,329,8,530.8458333333333,648,4,5,5,455,Champions,0,Active
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,529,1,708.1,34,1,708.1,0,1,1,3,113,At Risk,1,Inactive / Churn Risk
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,432,1,1037.28,49,1,1037.28,0,1,1,3,113,At Risk,1,Inactive / Churn Risk
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,731,1,285.29999999999995,2,1,285.29999999999995,0,1,1,1,111,Hibernating / Lost,1,Inactive / Churn Risk
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,10,3,1298.66,46,3,432.8866666666667,65,5,3,4,534,Potential Loyalists,0,Active
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,336,1,334.93,15,1,334.93,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12490,2009-12-01 12:52:00,2011-12-04 16:07:00,5,21,9823.64,195,17,467.79238095238094,733,5,5,5,555,Champions,0,Active
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,39,1,460.40000000000003,25,1,460.40000000000003,0,4,1,2,412,New / Promising,0,Active
12492,2010-11-01 14:58:00,2011-10-07 15:15:00,63,3,715.21,38,3,238.40333333333334,340,3,3,3,333,Need Attention,0,Active
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,166,2,433.74,20,2,216.87,31,3,2,2,322,Potential Loyalists,1,Inactive / Churn Risk
12494,2010-05-12 13:52:00,2011-11-24 09:34:00,16,9,1872.8700000000001,83,8,208.0966666666667,560,5,5,4,554,Champions,0,Active
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,641,1,357.4,17,1,357.4,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,620,2,54.09,10,1,27.045,0,1,2,1,121,Hibernating / Lost,1,Inactive / Churn Risk
12497,2010-03-05 09:39:00,2011-09-19 12:29:00,82,3,6248.5,41,3,2082.8333333333335,563,3,3,5,335,Need Attention,0,Active
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,21,3,403.70000000000005,21,2,134.5666666666667,36,4,3,2,432,Potential Loyalists,0,Active
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,560,1,393.72,27,1,393.72,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12500,2010-02-04 15:05:00,2011-11-16 16:20:00,23,19,5955.21,88,12,313.4321052631579,650,4,5,5,455,Champions,0,Active
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,337,1,2169.39,149,1,2169.39,0,2,1,4,214,At Risk,1,Inactive / Churn Risk
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,96,5,3723.87,102,5,744.774,214,3,4,5,345,Loyal Customers,1,Inactive / Churn Risk
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,584,1,1126.0,2,1,1126.0,0,1,1,3,113,At Risk,1,Inactive / Churn Risk
12504,2010-04-22 10:24:00,2011-11-21 16:02:00,18,4,779.05,11,3,194.7625,578,5,3,3,533,Potential Loyalists,0,Active
12505,2010-10-27 09:18:00,2010-10-27 09:18:00,409,1,955.2,42,1,955.2,0,2,1,3,213,At Risk,1,Inactive / Churn Risk
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,233,1,73.5,23,1,73.5,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12507,2010-05-04 09:23:00,2011-07-28 17:09:00,134,4,1844.06,46,3,461.015,450,3,3,4,334,Need Attention,1,Inactive / Churn Risk
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,26,2,398.27,57,1,199.135,2,4,2,2,422,New / Promising,0,Active
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,284,1,176.5,7,1,176.5,0,2,1,1,211,Hibernating / Lost,1,Inactive / Churn Risk
12510,2009-12-04 13:47:00,2011-07-20 10:15:00,143,9,5178.02,94,7,575.3355555555556,592,3,5,5,355,Loyal Customers,1,Inactive / Churn Risk
12511,2010-10-07 10:39:00,2010-10-07 10:39:00,429,1,3084.02,190,1,3084.02,0,1,1,5,115,At Risk,1,Inactive / Churn Risk
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,66,2,138.03,31,1,69.015,0,3,2,1,321,Potential Loyalists,0,Active
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,113,1,612.29,35,1,612.29,0,3,1,2,312,Potential Loyalists,1,Inactive / Churn Risk
12514,2010-03-08 12:18:00,2011-03-17 16:38:00,267,2,1597.76,76,2,798.88,374,2,2,4,224,At Risk,1,Inactive / Churn Risk
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,353,1,383.7,16,1,383.7,0,2,1,2,212,Hibernating / Lost,1,Inactive / Churn Risk
12516,2010-04-19 14:14:00,2011-09-23 09:13:00,78,4,2648.62,49,4,662.155,521,3,3,4,334,Need Attention,0,Active
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,28,5,2502.84,232,4,500.56800000000004,161,4,4,4,444,Champions,0,Active
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,1,5,2056.89,84,5,411.378,109,5,4,4,544,Champions,0,Active
12519,2010-08-20 08:21:00,2011-10-07 09:26:00,64,2,726.54,34,2,363.27,413,3,2,3,323,Potential Loyalists,0,Active
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,79,5,2634.26,121,4,526.8520000000001,194,3,4,4,344,Loyal Customers,0,Active
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,143,1,599.68,38,1,599.68,0,3,1,2,312,Potential Loyalists,1,Inactive / Churn Risk
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,39,2,192.72,11,1,96.36,12,4,2,1,421,New / Promising,0,Active
12523,2009-12-07 13:46:00,2011-11-20 12:55:00,19,23,4372.15,176,18,190.09347826086955,712,5,5,5,555,Champions,0,Active
12524,2010-02-08 14:41:00,2011-11-30 15:31:00,9,17,11126.11,157,13,654.4770588235294,660,5,5,5,555,Champions,0,Active
12525,2010-03-02 14:01:00,2010-07-29 16:08:00,498,3,973.73,56,3,324.57666666666665,149,1,3,3,133,At Risk,1,Inactive / Churn Risk
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,1,3,1316.66,64,3,438.8866666666667,93,5,3,4,534,Potential Loyalists,0,Active
12527,2010-06-28 15:37:00,2011-09-19 11:55:00,82,5,735.51,26,5,147.102,447,3,4,3,343,Loyal Customers,0,Active
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,9,6,1933.48,50,6,322.24666666666667,303,5,4,4,544,Champions,0,Active
12529,2010-06-29 13:10:00,2010-06-29 13:10:00,528,1,316.48,21,1,316.48,0,1,1,2,112,Hibernating / Lost,1,Inactive / Churn Risk
12530,2010-03-07 14:37:00,2011-10-11 12:34:00,60,9,3759.26,94,9,417.6955555555556,582,3,5,5,355,Loyal Customers,0,Active
12531,2010-01-22 14:17:00,2011-11-25 11:12:00,15,2,1933.2,126,2,966.6,671,5,2,4,524,New / Promising,0,Active
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,30,1,349.83000000000004,16,1,349.83000000000004,0,4,1,2,412,New / Promising,0,Active
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,628,2,1367.89,63,2,683.945,110,1,2,4,124,At Risk,1,Inactive / Churn Risk
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,131,1,1089.18,63,1,1089.18,0,3,1,3,313,Potential Loyalists,1,Inactive / Churn Risk
